id,flightNo,date,departure,destination,weekday,month
4081,BERO43266,2018-06-15,Berlin,Rome,Friday,June
4082,BEPA43266,2018-06-15,Berlin,Paris,Friday,June
4083,BELO43266,2018-06-15,Berlin,London,Friday,June
4084,BEDU43266,2018-06-15,Berlin,Dublin,Friday,June
4085,ROBE43266,2018-06-15,Rome,Berlin,Friday,June
4086,ROPA43266,2018-06-15,Rome,Paris,Friday,June
4087,ROLO43266,2018-06-15,Rome,London,Friday,June
4088,RODU43266,2018-06-15,Rome,Dublin,Friday,June
4089,PALO43266,2018-06-15,Paris,London,Friday,June
4090,PADU43266,2018-06-15,Paris,Dublin,Friday,June
4091,PABE43266,2018-06-15,Paris,Berlin,Friday,June
4092,PARO43266,2018-06-15,Paris,Rome,Friday,June
4093,LODU43266,2018-06-15,London,Dublin,Friday,June
4094,LOBE43266,2018-06-15,London,Berlin,Friday,June
4095,LORO43266,2018-06-15,London,Rome,Friday,June
4096,LOPA43266,2018-06-15,London,Paris,Friday,June
4097,DUBE43266,2018-06-15,Dublin,Berlin,Friday,June
4098,DURO43266,2018-06-15,Dublin,Rome,Friday,June
4099,DUPA43266,2018-06-15,Dublin,Paris,Friday,June
4100,DULO43266,2018-06-15,Dublin,London,Friday,June
4101,BERO43267,2018-06-16,Berlin,Rome,Saturday,June
4102,BEPA43267,2018-06-16,Berlin,Paris,Saturday,June
4103,BELO43267,2018-06-16,Berlin,London,Saturday,June
4104,BEDU43267,2018-06-16,Berlin,Dublin,Saturday,June
4105,ROBE43267,2018-06-16,Rome,Berlin,Saturday,June
4106,ROPA43267,2018-06-16,Rome,Paris,Saturday,June
4107,ROLO43267,2018-06-16,Rome,London,Saturday,June
4108,RODU43267,2018-06-16,Rome,Dublin,Saturday,June
4109,PALO43267,2018-06-16,Paris,London,Saturday,June
4110,PADU43267,2018-06-16,Paris,Dublin,Saturday,June
4111,PABE43267,2018-06-16,Paris,Berlin,Saturday,June
4112,PARO43267,2018-06-16,Paris,Rome,Saturday,June
4113,LODU43267,2018-06-16,London,Dublin,Saturday,June
4114,LOBE43267,2018-06-16,London,Berlin,Saturday,June
4115,LORO43267,2018-06-16,London,Rome,Saturday,June
4116,LOPA43267,2018-06-16,London,Paris,Saturday,June
4117,DUBE43267,2018-06-16,Dublin,Berlin,Saturday,June
4118,DURO43267,2018-06-16,Dublin,Rome,Saturday,June
4119,DUPA43267,2018-06-16,Dublin,Paris,Saturday,June
4120,DULO43267,2018-06-16,Dublin,London,Saturday,June
4121,BERO43268,2018-06-17,Berlin,Rome,Sunday,June
4122,BEPA43268,2018-06-17,Berlin,Paris,Sunday,June
4123,BELO43268,2018-06-17,Berlin,London,Sunday,June
4124,BEDU43268,2018-06-17,Berlin,Dublin,Sunday,June
4125,ROBE43268,2018-06-17,Rome,Berlin,Sunday,June
4126,ROPA43268,2018-06-17,Rome,Paris,Sunday,June
4127,ROLO43268,2018-06-17,Rome,London,Sunday,June
4128,RODU43268,2018-06-17,Rome,Dublin,Sunday,June
4129,PALO43268,2018-06-17,Paris,London,Sunday,June
4130,PADU43268,2018-06-17,Paris,Dublin,Sunday,June
4131,PABE43268,2018-06-17,Paris,Berlin,Sunday,June
4132,PARO43268,2018-06-17,Paris,Rome,Sunday,June
4133,LODU43268,2018-06-17,London,Dublin,Sunday,June
4134,LOBE43268,2018-06-17,London,Berlin,Sunday,June
4135,LORO43268,2018-06-17,London,Rome,Sunday,June
4136,LOPA43268,2018-06-17,London,Paris,Sunday,June
4137,DUBE43268,2018-06-17,Dublin,Berlin,Sunday,June
4138,DURO43268,2018-06-17,Dublin,Rome,Sunday,June
4139,DUPA43268,2018-06-17,Dublin,Paris,Sunday,June
4140,DULO43268,2018-06-17,Dublin,London,Sunday,June
4141,BERO43269,2018-06-18,Berlin,Rome,Monday,June
4142,BEPA43269,2018-06-18,Berlin,Paris,Monday,June
4143,BELO43269,2018-06-18,Berlin,London,Monday,June
4144,BEDU43269,2018-06-18,Berlin,Dublin,Monday,June
4145,ROBE43269,2018-06-18,Rome,Berlin,Monday,June
4146,ROPA43269,2018-06-18,Rome,Paris,Monday,June
4147,ROLO43269,2018-06-18,Rome,London,Monday,June
4148,RODU43269,2018-06-18,Rome,Dublin,Monday,June
4149,PALO43269,2018-06-18,Paris,London,Monday,June
4150,PADU43269,2018-06-18,Paris,Dublin,Monday,June
4151,PABE43269,2018-06-18,Paris,Berlin,Monday,June
4152,PARO43269,2018-06-18,Paris,Rome,Monday,June
4153,LODU43269,2018-06-18,London,Dublin,Monday,June
4154,LOBE43269,2018-06-18,London,Berlin,Monday,June
4155,LORO43269,2018-06-18,London,Rome,Monday,June
4156,LOPA43269,2018-06-18,London,Paris,Monday,June
4157,DUBE43269,2018-06-18,Dublin,Berlin,Monday,June
4158,DURO43269,2018-06-18,Dublin,Rome,Monday,June
4159,DUPA43269,2018-06-18,Dublin,Paris,Monday,June
4160,DULO43269,2018-06-18,Dublin,London,Monday,June
4161,BERO43270,2018-06-19,Berlin,Rome,Tuesday,June
4162,BEPA43270,2018-06-19,Berlin,Paris,Tuesday,June
4163,BELO43270,2018-06-19,Berlin,London,Tuesday,June
4164,BEDU43270,2018-06-19,Berlin,Dublin,Tuesday,June
4165,ROBE43270,2018-06-19,Rome,Berlin,Tuesday,June
4166,ROPA43270,2018-06-19,Rome,Paris,Tuesday,June
4167,ROLO43270,2018-06-19,Rome,London,Tuesday,June
4168,RODU43270,2018-06-19,Rome,Dublin,Tuesday,June
4169,PALO43270,2018-06-19,Paris,London,Tuesday,June
4170,PADU43270,2018-06-19,Paris,Dublin,Tuesday,June
4171,PABE43270,2018-06-19,Paris,Berlin,Tuesday,June
4172,PARO43270,2018-06-19,Paris,Rome,Tuesday,June
4173,LODU43270,2018-06-19,London,Dublin,Tuesday,June
4174,LOBE43270,2018-06-19,London,Berlin,Tuesday,June
4175,LORO43270,2018-06-19,London,Rome,Tuesday,June
4176,LOPA43270,2018-06-19,London,Paris,Tuesday,June
4177,DUBE43270,2018-06-19,Dublin,Berlin,Tuesday,June
4178,DURO43270,2018-06-19,Dublin,Rome,Tuesday,June
4179,DUPA43270,2018-06-19,Dublin,Paris,Tuesday,June
4180,DULO43270,2018-06-19,Dublin,London,Tuesday,June
4181,BERO43271,2018-06-20,Berlin,Rome,Wednesday,June
4182,BEPA43271,2018-06-20,Berlin,Paris,Wednesday,June
4183,BELO43271,2018-06-20,Berlin,London,Wednesday,June
4184,BEDU43271,2018-06-20,Berlin,Dublin,Wednesday,June
4185,ROBE43271,2018-06-20,Rome,Berlin,Wednesday,June
4186,ROPA43271,2018-06-20,Rome,Paris,Wednesday,June
4187,ROLO43271,2018-06-20,Rome,London,Wednesday,June
4188,RODU43271,2018-06-20,Rome,Dublin,Wednesday,June
4189,PALO43271,2018-06-20,Paris,London,Wednesday,June
4190,PADU43271,2018-06-20,Paris,Dublin,Wednesday,June
4191,PABE43271,2018-06-20,Paris,Berlin,Wednesday,June
4192,PARO43271,2018-06-20,Paris,Rome,Wednesday,June
4193,LODU43271,2018-06-20,London,Dublin,Wednesday,June
4194,LOBE43271,2018-06-20,London,Berlin,Wednesday,June
4195,LORO43271,2018-06-20,London,Rome,Wednesday,June
4196,LOPA43271,2018-06-20,London,Paris,Wednesday,June
4197,DUBE43271,2018-06-20,Dublin,Berlin,Wednesday,June
4198,DURO43271,2018-06-20,Dublin,Rome,Wednesday,June
4199,DUPA43271,2018-06-20,Dublin,Paris,Wednesday,June
4200,DULO43271,2018-06-20,Dublin,London,Wednesday,June
4201,BERO43272,2018-06-21,Berlin,Rome,Thursday,June
4202,BEPA43272,2018-06-21,Berlin,Paris,Thursday,June
4203,BELO43272,2018-06-21,Berlin,London,Thursday,June
4204,BEDU43272,2018-06-21,Berlin,Dublin,Thursday,June
4205,ROBE43272,2018-06-21,Rome,Berlin,Thursday,June
4206,ROPA43272,2018-06-21,Rome,Paris,Thursday,June
4207,ROLO43272,2018-06-21,Rome,London,Thursday,June
4208,RODU43272,2018-06-21,Rome,Dublin,Thursday,June
4209,PALO43272,2018-06-21,Paris,London,Thursday,June
4210,PADU43272,2018-06-21,Paris,Dublin,Thursday,June
4211,PABE43272,2018-06-21,Paris,Berlin,Thursday,June
4212,PARO43272,2018-06-21,Paris,Rome,Thursday,June
4213,LODU43272,2018-06-21,London,Dublin,Thursday,June
4214,LOBE43272,2018-06-21,London,Berlin,Thursday,June
4215,LORO43272,2018-06-21,London,Rome,Thursday,June
4216,LOPA43272,2018-06-21,London,Paris,Thursday,June
4217,DUBE43272,2018-06-21,Dublin,Berlin,Thursday,June
4218,DURO43272,2018-06-21,Dublin,Rome,Thursday,June
4219,DUPA43272,2018-06-21,Dublin,Paris,Thursday,June
4220,DULO43272,2018-06-21,Dublin,London,Thursday,June
4221,BERO43273,2018-06-22,Berlin,Rome,Friday,June
4222,BEPA43273,2018-06-22,Berlin,Paris,Friday,June
4223,BELO43273,2018-06-22,Berlin,London,Friday,June
4224,BEDU43273,2018-06-22,Berlin,Dublin,Friday,June
4225,ROBE43273,2018-06-22,Rome,Berlin,Friday,June
4226,ROPA43273,2018-06-22,Rome,Paris,Friday,June
4227,ROLO43273,2018-06-22,Rome,London,Friday,June
4228,RODU43273,2018-06-22,Rome,Dublin,Friday,June
4229,PALO43273,2018-06-22,Paris,London,Friday,June
4230,PADU43273,2018-06-22,Paris,Dublin,Friday,June
4231,PABE43273,2018-06-22,Paris,Berlin,Friday,June
4232,PARO43273,2018-06-22,Paris,Rome,Friday,June
4233,LODU43273,2018-06-22,London,Dublin,Friday,June
4234,LOBE43273,2018-06-22,London,Berlin,Friday,June
4235,LORO43273,2018-06-22,London,Rome,Friday,June
4236,LOPA43273,2018-06-22,London,Paris,Friday,June
4237,DUBE43273,2018-06-22,Dublin,Berlin,Friday,June
4238,DURO43273,2018-06-22,Dublin,Rome,Friday,June
4239,DUPA43273,2018-06-22,Dublin,Paris,Friday,June
4240,DULO43273,2018-06-22,Dublin,London,Friday,June
4241,BERO43274,2018-06-23,Berlin,Rome,Saturday,June
4242,BEPA43274,2018-06-23,Berlin,Paris,Saturday,June
4243,BELO43274,2018-06-23,Berlin,London,Saturday,June
4244,BEDU43274,2018-06-23,Berlin,Dublin,Saturday,June
4245,ROBE43274,2018-06-23,Rome,Berlin,Saturday,June
4246,ROPA43274,2018-06-23,Rome,Paris,Saturday,June
4247,ROLO43274,2018-06-23,Rome,London,Saturday,June
4248,RODU43274,2018-06-23,Rome,Dublin,Saturday,June
4249,PALO43274,2018-06-23,Paris,London,Saturday,June
4250,PADU43274,2018-06-23,Paris,Dublin,Saturday,June
4251,PABE43274,2018-06-23,Paris,Berlin,Saturday,June
4252,PARO43274,2018-06-23,Paris,Rome,Saturday,June
4253,LODU43274,2018-06-23,London,Dublin,Saturday,June
4254,LOBE43274,2018-06-23,London,Berlin,Saturday,June
4255,LORO43274,2018-06-23,London,Rome,Saturday,June
4256,LOPA43274,2018-06-23,London,Paris,Saturday,June
4257,DUBE43274,2018-06-23,Dublin,Berlin,Saturday,June
4258,DURO43274,2018-06-23,Dublin,Rome,Saturday,June
4259,DUPA43274,2018-06-23,Dublin,Paris,Saturday,June
4260,DULO43274,2018-06-23,Dublin,London,Saturday,June
4261,BERO43275,2018-06-24,Berlin,Rome,Sunday,June
4262,BEPA43275,2018-06-24,Berlin,Paris,Sunday,June
4263,BELO43275,2018-06-24,Berlin,London,Sunday,June
4264,BEDU43275,2018-06-24,Berlin,Dublin,Sunday,June
4265,ROBE43275,2018-06-24,Rome,Berlin,Sunday,June
4266,ROPA43275,2018-06-24,Rome,Paris,Sunday,June
4267,ROLO43275,2018-06-24,Rome,London,Sunday,June
4268,RODU43275,2018-06-24,Rome,Dublin,Sunday,June
4269,PALO43275,2018-06-24,Paris,London,Sunday,June
4270,PADU43275,2018-06-24,Paris,Dublin,Sunday,June
4271,PABE43275,2018-06-24,Paris,Berlin,Sunday,June
4272,PARO43275,2018-06-24,Paris,Rome,Sunday,June
4273,LODU43275,2018-06-24,London,Dublin,Sunday,June
4274,LOBE43275,2018-06-24,London,Berlin,Sunday,June
4275,LORO43275,2018-06-24,London,Rome,Sunday,June
4276,LOPA43275,2018-06-24,London,Paris,Sunday,June
4277,DUBE43275,2018-06-24,Dublin,Berlin,Sunday,June
4278,DURO43275,2018-06-24,Dublin,Rome,Sunday,June
4279,DUPA43275,2018-06-24,Dublin,Paris,Sunday,June
4280,DULO43275,2018-06-24,Dublin,London,Sunday,June
4281,BERO43276,2018-06-25,Berlin,Rome,Monday,June
4282,BEPA43276,2018-06-25,Berlin,Paris,Monday,June
4283,BELO43276,2018-06-25,Berlin,London,Monday,June
4284,BEDU43276,2018-06-25,Berlin,Dublin,Monday,June
4285,ROBE43276,2018-06-25,Rome,Berlin,Monday,June
4286,ROPA43276,2018-06-25,Rome,Paris,Monday,June
4287,ROLO43276,2018-06-25,Rome,London,Monday,June
4288,RODU43276,2018-06-25,Rome,Dublin,Monday,June
4289,PALO43276,2018-06-25,Paris,London,Monday,June
4290,PADU43276,2018-06-25,Paris,Dublin,Monday,June
4291,PABE43276,2018-06-25,Paris,Berlin,Monday,June
4292,PARO43276,2018-06-25,Paris,Rome,Monday,June
4293,LODU43276,2018-06-25,London,Dublin,Monday,June
4294,LOBE43276,2018-06-25,London,Berlin,Monday,June
4295,LORO43276,2018-06-25,London,Rome,Monday,June
4296,LOPA43276,2018-06-25,London,Paris,Monday,June
4297,DUBE43276,2018-06-25,Dublin,Berlin,Monday,June
4298,DURO43276,2018-06-25,Dublin,Rome,Monday,June
4299,DUPA43276,2018-06-25,Dublin,Paris,Monday,June
4300,DULO43276,2018-06-25,Dublin,London,Monday,June
4301,BERO43277,2018-06-26,Berlin,Rome,Tuesday,June
4302,BEPA43277,2018-06-26,Berlin,Paris,Tuesday,June
4303,BELO43277,2018-06-26,Berlin,London,Tuesday,June
4304,BEDU43277,2018-06-26,Berlin,Dublin,Tuesday,June
4305,ROBE43277,2018-06-26,Rome,Berlin,Tuesday,June
4306,ROPA43277,2018-06-26,Rome,Paris,Tuesday,June
4307,ROLO43277,2018-06-26,Rome,London,Tuesday,June
4308,RODU43277,2018-06-26,Rome,Dublin,Tuesday,June
4309,PALO43277,2018-06-26,Paris,London,Tuesday,June
4310,PADU43277,2018-06-26,Paris,Dublin,Tuesday,June
4311,PABE43277,2018-06-26,Paris,Berlin,Tuesday,June
4312,PARO43277,2018-06-26,Paris,Rome,Tuesday,June
4313,LODU43277,2018-06-26,London,Dublin,Tuesday,June
4314,LOBE43277,2018-06-26,London,Berlin,Tuesday,June
4315,LORO43277,2018-06-26,London,Rome,Tuesday,June
4316,LOPA43277,2018-06-26,London,Paris,Tuesday,June
4317,DUBE43277,2018-06-26,Dublin,Berlin,Tuesday,June
4318,DURO43277,2018-06-26,Dublin,Rome,Tuesday,June
4319,DUPA43277,2018-06-26,Dublin,Paris,Tuesday,June
4320,DULO43277,2018-06-26,Dublin,London,Tuesday,June
4321,BERO43278,2018-06-27,Berlin,Rome,Wednesday,June
4322,BEPA43278,2018-06-27,Berlin,Paris,Wednesday,June
4323,BELO43278,2018-06-27,Berlin,London,Wednesday,June
4324,BEDU43278,2018-06-27,Berlin,Dublin,Wednesday,June
4325,ROBE43278,2018-06-27,Rome,Berlin,Wednesday,June
4326,ROPA43278,2018-06-27,Rome,Paris,Wednesday,June
4327,ROLO43278,2018-06-27,Rome,London,Wednesday,June
4328,RODU43278,2018-06-27,Rome,Dublin,Wednesday,June
4329,PALO43278,2018-06-27,Paris,London,Wednesday,June
4330,PADU43278,2018-06-27,Paris,Dublin,Wednesday,June
4331,PABE43278,2018-06-27,Paris,Berlin,Wednesday,June
4332,PARO43278,2018-06-27,Paris,Rome,Wednesday,June
4333,LODU43278,2018-06-27,London,Dublin,Wednesday,June
4334,LOBE43278,2018-06-27,London,Berlin,Wednesday,June
4335,LORO43278,2018-06-27,London,Rome,Wednesday,June
4336,LOPA43278,2018-06-27,London,Paris,Wednesday,June
4337,DUBE43278,2018-06-27,Dublin,Berlin,Wednesday,June
4338,DURO43278,2018-06-27,Dublin,Rome,Wednesday,June
4339,DUPA43278,2018-06-27,Dublin,Paris,Wednesday,June
4340,DULO43278,2018-06-27,Dublin,London,Wednesday,June
4341,BERO43279,2018-06-28,Berlin,Rome,Thursday,June
4342,BEPA43279,2018-06-28,Berlin,Paris,Thursday,June
4343,BELO43279,2018-06-28,Berlin,London,Thursday,June
4344,BEDU43279,2018-06-28,Berlin,Dublin,Thursday,June
4345,ROBE43279,2018-06-28,Rome,Berlin,Thursday,June
4346,ROPA43279,2018-06-28,Rome,Paris,Thursday,June
4347,ROLO43279,2018-06-28,Rome,London,Thursday,June
4348,RODU43279,2018-06-28,Rome,Dublin,Thursday,June
4349,PALO43279,2018-06-28,Paris,London,Thursday,June
4350,PADU43279,2018-06-28,Paris,Dublin,Thursday,June
4351,PABE43279,2018-06-28,Paris,Berlin,Thursday,June
4352,PARO43279,2018-06-28,Paris,Rome,Thursday,June
4353,LODU43279,2018-06-28,London,Dublin,Thursday,June
4354,LOBE43279,2018-06-28,London,Berlin,Thursday,June
4355,LORO43279,2018-06-28,London,Rome,Thursday,June
4356,LOPA43279,2018-06-28,London,Paris,Thursday,June
4357,DUBE43279,2018-06-28,Dublin,Berlin,Thursday,June
4358,DURO43279,2018-06-28,Dublin,Rome,Thursday,June
4359,DUPA43279,2018-06-28,Dublin,Paris,Thursday,June
4360,DULO43279,2018-06-28,Dublin,London,Thursday,June
4361,BERO43280,2018-06-29,Berlin,Rome,Friday,June
4362,BEPA43280,2018-06-29,Berlin,Paris,Friday,June
4363,BELO43280,2018-06-29,Berlin,London,Friday,June
4364,BEDU43280,2018-06-29,Berlin,Dublin,Friday,June
4365,ROBE43280,2018-06-29,Rome,Berlin,Friday,June
4366,ROPA43280,2018-06-29,Rome,Paris,Friday,June
4367,ROLO43280,2018-06-29,Rome,London,Friday,June
4368,RODU43280,2018-06-29,Rome,Dublin,Friday,June
4369,PALO43280,2018-06-29,Paris,London,Friday,June
4370,PADU43280,2018-06-29,Paris,Dublin,Friday,June
4371,PABE43280,2018-06-29,Paris,Berlin,Friday,June
4372,PARO43280,2018-06-29,Paris,Rome,Friday,June
4373,LODU43280,2018-06-29,London,Dublin,Friday,June
4374,LOBE43280,2018-06-29,London,Berlin,Friday,June
4375,LORO43280,2018-06-29,London,Rome,Friday,June
4376,LOPA43280,2018-06-29,London,Paris,Friday,June
4377,DUBE43280,2018-06-29,Dublin,Berlin,Friday,June
4378,DURO43280,2018-06-29,Dublin,Rome,Friday,June
4379,DUPA43280,2018-06-29,Dublin,Paris,Friday,June
4380,DULO43280,2018-06-29,Dublin,London,Friday,June
4381,BERO43281,2018-06-30,Berlin,Rome,Saturday,June
4382,BEPA43281,2018-06-30,Berlin,Paris,Saturday,June
4383,BELO43281,2018-06-30,Berlin,London,Saturday,June
4384,BEDU43281,2018-06-30,Berlin,Dublin,Saturday,June
4385,ROBE43281,2018-06-30,Rome,Berlin,Saturday,June
4386,ROPA43281,2018-06-30,Rome,Paris,Saturday,June
4387,ROLO43281,2018-06-30,Rome,London,Saturday,June
4388,RODU43281,2018-06-30,Rome,Dublin,Saturday,June
4389,PALO43281,2018-06-30,Paris,London,Saturday,June
4390,PADU43281,2018-06-30,Paris,Dublin,Saturday,June
4391,PABE43281,2018-06-30,Paris,Berlin,Saturday,June
4392,PARO43281,2018-06-30,Paris,Rome,Saturday,June
4393,LODU43281,2018-06-30,London,Dublin,Saturday,June
4394,LOBE43281,2018-06-30,London,Berlin,Saturday,June
4395,LORO43281,2018-06-30,London,Rome,Saturday,June
4396,LOPA43281,2018-06-30,London,Paris,Saturday,June
4397,DUBE43281,2018-06-30,Dublin,Berlin,Saturday,June
4398,DURO43281,2018-06-30,Dublin,Rome,Saturday,June
4399,DUPA43281,2018-06-30,Dublin,Paris,Saturday,June
4400,DULO43281,2018-06-30,Dublin,London,Saturday,June
4401,BERO43282,2018-07-01,Berlin,Rome,Sunday,July
4402,BEPA43282,2018-07-01,Berlin,Paris,Sunday,July
4403,BELO43282,2018-07-01,Berlin,London,Sunday,July
4404,BEDU43282,2018-07-01,Berlin,Dublin,Sunday,July
4405,ROBE43282,2018-07-01,Rome,Berlin,Sunday,July
4406,ROPA43282,2018-07-01,Rome,Paris,Sunday,July
4407,ROLO43282,2018-07-01,Rome,London,Sunday,July
4408,RODU43282,2018-07-01,Rome,Dublin,Sunday,July
4409,PALO43282,2018-07-01,Paris,London,Sunday,July
4410,PADU43282,2018-07-01,Paris,Dublin,Sunday,July
4411,PABE43282,2018-07-01,Paris,Berlin,Sunday,July
4412,PARO43282,2018-07-01,Paris,Rome,Sunday,July
4413,LODU43282,2018-07-01,London,Dublin,Sunday,July
4414,LOBE43282,2018-07-01,London,Berlin,Sunday,July
4415,LORO43282,2018-07-01,London,Rome,Sunday,July
4416,LOPA43282,2018-07-01,London,Paris,Sunday,July
4417,DUBE43282,2018-07-01,Dublin,Berlin,Sunday,July
4418,DURO43282,2018-07-01,Dublin,Rome,Sunday,July
4419,DUPA43282,2018-07-01,Dublin,Paris,Sunday,July
4420,DULO43282,2018-07-01,Dublin,London,Sunday,July
4421,BERO43283,2018-07-02,Berlin,Rome,Monday,July
4422,BEPA43283,2018-07-02,Berlin,Paris,Monday,July
4423,BELO43283,2018-07-02,Berlin,London,Monday,July
4424,BEDU43283,2018-07-02,Berlin,Dublin,Monday,July
4425,ROBE43283,2018-07-02,Rome,Berlin,Monday,July
4426,ROPA43283,2018-07-02,Rome,Paris,Monday,July
4427,ROLO43283,2018-07-02,Rome,London,Monday,July
4428,RODU43283,2018-07-02,Rome,Dublin,Monday,July
4429,PALO43283,2018-07-02,Paris,London,Monday,July
4430,PADU43283,2018-07-02,Paris,Dublin,Monday,July
4431,PABE43283,2018-07-02,Paris,Berlin,Monday,July
4432,PARO43283,2018-07-02,Paris,Rome,Monday,July
4433,LODU43283,2018-07-02,London,Dublin,Monday,July
4434,LOBE43283,2018-07-02,London,Berlin,Monday,July
4435,LORO43283,2018-07-02,London,Rome,Monday,July
4436,LOPA43283,2018-07-02,London,Paris,Monday,July
4437,DUBE43283,2018-07-02,Dublin,Berlin,Monday,July
4438,DURO43283,2018-07-02,Dublin,Rome,Monday,July
4439,DUPA43283,2018-07-02,Dublin,Paris,Monday,July
4440,DULO43283,2018-07-02,Dublin,London,Monday,July
4441,BERO43284,2018-07-03,Berlin,Rome,Tuesday,July
4442,BEPA43284,2018-07-03,Berlin,Paris,Tuesday,July
4443,BELO43284,2018-07-03,Berlin,London,Tuesday,July
4444,BEDU43284,2018-07-03,Berlin,Dublin,Tuesday,July
4445,ROBE43284,2018-07-03,Rome,Berlin,Tuesday,July
4446,ROPA43284,2018-07-03,Rome,Paris,Tuesday,July
4447,ROLO43284,2018-07-03,Rome,London,Tuesday,July
4448,RODU43284,2018-07-03,Rome,Dublin,Tuesday,July
4449,PALO43284,2018-07-03,Paris,London,Tuesday,July
4450,PADU43284,2018-07-03,Paris,Dublin,Tuesday,July
4451,PABE43284,2018-07-03,Paris,Berlin,Tuesday,July
4452,PARO43284,2018-07-03,Paris,Rome,Tuesday,July
4453,LODU43284,2018-07-03,London,Dublin,Tuesday,July
4454,LOBE43284,2018-07-03,London,Berlin,Tuesday,July
4455,LORO43284,2018-07-03,London,Rome,Tuesday,July
4456,LOPA43284,2018-07-03,London,Paris,Tuesday,July
4457,DUBE43284,2018-07-03,Dublin,Berlin,Tuesday,July
4458,DURO43284,2018-07-03,Dublin,Rome,Tuesday,July
4459,DUPA43284,2018-07-03,Dublin,Paris,Tuesday,July
4460,DULO43284,2018-07-03,Dublin,London,Tuesday,July
4461,BERO43285,2018-07-04,Berlin,Rome,Wednesday,July
4462,BEPA43285,2018-07-04,Berlin,Paris,Wednesday,July
4463,BELO43285,2018-07-04,Berlin,London,Wednesday,July
4464,BEDU43285,2018-07-04,Berlin,Dublin,Wednesday,July
4465,ROBE43285,2018-07-04,Rome,Berlin,Wednesday,July
4466,ROPA43285,2018-07-04,Rome,Paris,Wednesday,July
4467,ROLO43285,2018-07-04,Rome,London,Wednesday,July
4468,RODU43285,2018-07-04,Rome,Dublin,Wednesday,July
4469,PALO43285,2018-07-04,Paris,London,Wednesday,July
4470,PADU43285,2018-07-04,Paris,Dublin,Wednesday,July
4471,PABE43285,2018-07-04,Paris,Berlin,Wednesday,July
4472,PARO43285,2018-07-04,Paris,Rome,Wednesday,July
4473,LODU43285,2018-07-04,London,Dublin,Wednesday,July
4474,LOBE43285,2018-07-04,London,Berlin,Wednesday,July
4475,LORO43285,2018-07-04,London,Rome,Wednesday,July
4476,LOPA43285,2018-07-04,London,Paris,Wednesday,July
4477,DUBE43285,2018-07-04,Dublin,Berlin,Wednesday,July
4478,DURO43285,2018-07-04,Dublin,Rome,Wednesday,July
4479,DUPA43285,2018-07-04,Dublin,Paris,Wednesday,July
4480,DULO43285,2018-07-04,Dublin,London,Wednesday,July
4481,BERO43286,2018-07-05,Berlin,Rome,Thursday,July
4482,BEPA43286,2018-07-05,Berlin,Paris,Thursday,July
4483,BELO43286,2018-07-05,Berlin,London,Thursday,July
4484,BEDU43286,2018-07-05,Berlin,Dublin,Thursday,July
4485,ROBE43286,2018-07-05,Rome,Berlin,Thursday,July
4486,ROPA43286,2018-07-05,Rome,Paris,Thursday,July
4487,ROLO43286,2018-07-05,Rome,London,Thursday,July
4488,RODU43286,2018-07-05,Rome,Dublin,Thursday,July
4489,PALO43286,2018-07-05,Paris,London,Thursday,July
4490,PADU43286,2018-07-05,Paris,Dublin,Thursday,July
4491,PABE43286,2018-07-05,Paris,Berlin,Thursday,July
4492,PARO43286,2018-07-05,Paris,Rome,Thursday,July
4493,LODU43286,2018-07-05,London,Dublin,Thursday,July
4494,LOBE43286,2018-07-05,London,Berlin,Thursday,July
4495,LORO43286,2018-07-05,London,Rome,Thursday,July
4496,LOPA43286,2018-07-05,London,Paris,Thursday,July
4497,DUBE43286,2018-07-05,Dublin,Berlin,Thursday,July
4498,DURO43286,2018-07-05,Dublin,Rome,Thursday,July
4499,DUPA43286,2018-07-05,Dublin,Paris,Thursday,July
4500,DULO43286,2018-07-05,Dublin,London,Thursday,July
4501,BERO43287,2018-07-06,Berlin,Rome,Friday,July
4502,BEPA43287,2018-07-06,Berlin,Paris,Friday,July
4503,BELO43287,2018-07-06,Berlin,London,Friday,July
4504,BEDU43287,2018-07-06,Berlin,Dublin,Friday,July
4505,ROBE43287,2018-07-06,Rome,Berlin,Friday,July
4506,ROPA43287,2018-07-06,Rome,Paris,Friday,July
4507,ROLO43287,2018-07-06,Rome,London,Friday,July
4508,RODU43287,2018-07-06,Rome,Dublin,Friday,July
4509,PALO43287,2018-07-06,Paris,London,Friday,July
4510,PADU43287,2018-07-06,Paris,Dublin,Friday,July
4511,PABE43287,2018-07-06,Paris,Berlin,Friday,July
4512,PARO43287,2018-07-06,Paris,Rome,Friday,July
4513,LODU43287,2018-07-06,London,Dublin,Friday,July
4514,LOBE43287,2018-07-06,London,Berlin,Friday,July
4515,LORO43287,2018-07-06,London,Rome,Friday,July
4516,LOPA43287,2018-07-06,London,Paris,Friday,July
4517,DUBE43287,2018-07-06,Dublin,Berlin,Friday,July
4518,DURO43287,2018-07-06,Dublin,Rome,Friday,July
4519,DUPA43287,2018-07-06,Dublin,Paris,Friday,July
4520,DULO43287,2018-07-06,Dublin,London,Friday,July
4521,BERO43288,2018-07-07,Berlin,Rome,Saturday,July
4522,BEPA43288,2018-07-07,Berlin,Paris,Saturday,July
4523,BELO43288,2018-07-07,Berlin,London,Saturday,July
4524,BEDU43288,2018-07-07,Berlin,Dublin,Saturday,July
